# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YHR214C-D	YHR214C-D	YHR214C-D	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YHR214C-E	YHR214C-E	YHR214C-E	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
YHR214W	YHR214W	YHR214W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR214W-A	YHR214W-A	YHR214W-A	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
YHR217C	YHR217C	YHR217C	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR218W	YHR218W	YHR218W	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
YHR218W-A	YHR218W-A	YHR218W-A	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YHR219C-A	YHR219C-A	YHR219C-A	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR219W	YHR219W	YHR219W	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YIA6	YIL006W	YIL006W	protein_coding	0	0	0	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22
YIF1	YNL263C	YNL263C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YIG1	YPL201C	YPL201C	protein_coding	0	1	2	16	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	13
YIH1	YCR059C	YCR059C	protein_coding	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YIL001W	YIL001W	YIL001W	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
YIL002W-A	YIL002W-A	YIL002W-A	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YIL012W	YIL012W	YIL012W	protein_coding	2	0	2	65	0	0	0	0	46	2	0	0	2	0	0	0	0	0	0	0	0	0	19
YIL014C-A	YIL014C-A	YIL014C-A	protein_coding	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YIL020C-A	YIL020C-A	YIL020C-A	protein_coding	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YIL021C-A	YIL021C-A	YIL021C-A	protein_coding	0	0	0	27	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YIL024C	YIL024C	YIL024C	protein_coding	0	2	1	24	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	20
YIL025C	YIL025C	YIL025C	protein_coding	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	23
YIL028W	YIL028W	YIL028W	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YIL029C	YIL029C	YIL029C	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YIL029W-A	YIL029W-A	YIL029W-A	protein_coding	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
YIL030W-A	YIL030W-A	YIL030W-A	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL032C	YIL032C	YIL032C	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YIL046W-A	YIL046W-A	YIL046W-A	protein_coding	2	1	3	56	0	0	0	0	33	2	0	0	3	0	0	0	0	0	0	0	0	1	23
YIL047C-A	YIL047C-A	YIL047C-A	protein_coding	0	0	0	63	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	35
YIL054W	YIL054W	YIL054W	protein_coding	0	0	1	77	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	36
YIL055C	YIL055C	YIL055C	protein_coding	0	3	5	95	0	0	0	0	52	0	0	0	5	0	0	0	0	0	0	0	0	3	43
YIL058W	YIL058W	YIL058W	protein_coding	0	1	6	80	0	0	0	0	48	0	0	0	6	0	0	0	0	0	0	0	0	1	32
YIL059C	YIL059C	YIL059C	protein_coding	0	3	1	82	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	3	53
YIL060W	YIL060W	YIL060W	protein_coding	0	3	1	81	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	3	29
YIL066W-A	YIL066W-A	YIL066W-A	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YIL067C	YIL067C	YIL067C	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YIL068W-A	YIL068W-A	YIL068W-A	protein_coding	0	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3
YIL071W-A	YIL071W-A	YIL071W-A	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YIL077C	YIL077C	YIL077C	protein_coding	0	1	2	27	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	1	5
YIL080W	YIL080W	YIL080W	pseudogene	0	0	0	60	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YIL082W	YIL082W	YIL082W	protein_coding	0	0	0	40	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YIL082W-A	YIL082W-A	YIL082W-A	protein_coding	0	0	0	58	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YIL086C	YIL086C	YIL086C	protein_coding	0	1	5	84	0	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	0	1	36
YIL089W	YIL089W	YIL089W	protein_coding	0	6	4	75	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	6	31
YIL092W	YIL092W	YIL092W	protein_coding	0	12	14	40	0	0	0	0	33	0	0	0	14	0	0	0	0	0	0	0	0	12	7
YIL100C-A	YIL100C-A	YIL100C-A	protein_coding	0	1	1	33	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	16
YIL100W	YIL100W	YIL100W	protein_coding	0	0	2	33	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	17
YIL102C	YIL102C	YIL102C	protein_coding	0	0	0	31	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YIL102C-A	YIL102C-A	YIL102C-A	protein_coding	0	0	0	26	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	20
YIL105W-A	YIL105W-A	YIL105W-A	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YIL108W	YIL108W	YIL108W	protein_coding	0	1	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	6
YIL115W-A	YIL115W-A	YIL115W-A	protein_coding	0	0	0	30	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YIL134C-A	YIL134C-A	YIL134C-A	protein_coding	0	0	0	55	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	27
YIL141W	YIL141W	YIL141W	protein_coding	0	0	1	37	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	20
YIL142C-A	YIL142C-A	YIL142C-A	protein_coding	0	1	0	51	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YIL152W	YIL152W	YIL152W	protein_coding	0	3	0	43	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	22
YIL156W-A	YIL156W-A	YIL156W-A	protein_coding	0	0	1	56	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	34
YIL156W-B	YIL156W-B	YIL156W-B	protein_coding	0	3	0	53	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	33
YIL161W	YIL161W	YIL161W	protein_coding	0	0	4	75	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	0	48
YIL163C	YIL163C	YIL163C	protein_coding	0	0	0	100	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	38
YIL165C	YIL165C	YIL165C	protein_coding	0	3	1	91	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	0	3	42
YIL166C	YIL166C	YIL166C	protein_coding	0	8	1	120	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	0	0	8	55
YIL168W	YIL168W	YIL168W	pseudogene	0	1	0	105	0	0	0	0	44	0	0	0	0	8	0	0	1	0	0	0	0	0	54
YIL169C	YIL169C	YIL169C	protein_coding	0	2	2	69	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2	65
YIL171W	YIL171W	YIL171W	pseudogene	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL171W-A	YIL171W-A	YIL171W-A	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIM1	YMR152W	YMR152W	protein_coding	0	3	3	67	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	3	37
YIM2	YMR151W	YMR151W	protein_coding	2	2	5	53	0	0	0	0	29	2	0	0	5	0	0	0	0	0	0	0	0	2	24
YIP1	YGR172C	YGR172C	protein_coding	0	0	2	12	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	8
YIP3	YNL044W	YNL044W	protein_coding	0	3	0	62	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	32
YIP4	YGL198W	YGL198W	protein_coding	0	3	0	94	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	3	38
YIP5	YGL161C	YGL161C	protein_coding	0	3	1	55	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	3	25
YIR007W	YIR007W	YIR007W	protein_coding	0	8	4	10	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	8	6
YIR014W	YIR014W	YIR014W	protein_coding	0	0	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YIR016W	YIR016W	YIR016W	protein_coding	0	1	1	43	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	1	4
YIR017W-A	YIR017W-A	YIR017W-A	protein_coding	0	0	1	54	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	4
YIR018C-A	YIR018C-A	YIR018C-A	protein_coding	0	0	0	62	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	54
YIR020C	YIR020C	YIR020C	protein_coding	0	0	4	126	0	0	0	0	54	0	0	0	4	0	0	0	0	0	0	0	0	0	72
YIR020C-B	YIR020C-B	YIR020C-B	protein_coding	1	5	4	122	0	0	0	0	85	0	0	0	4	0	0	0	0	0	1	0	0	5	37
YIR020W-A	YIR020W-A	YIR020W-A	protein_coding	0	1	3	125	0	0	0	0	64	0	0	0	3	0	0	0	0	0	0	0	0	1	61
YIR021W-A	YIR021W-A	YIR021W-A	protein_coding	0	0	1	116	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	85
YIR023C-A	YIR023C-A	YIR023C-A	protein_coding	0	1	1	73	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	1	32
YIR030W-A	YIR030W-A	YIR030W-A	protein_coding	0	0	3	69	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	46
YIR035C	YIR035C	YIR035C	protein_coding	0	3	2	88	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	3	59
YIR036W-A	YIR036W-A	YIR036W-A	protein_coding	0	2	2	97	0	0	0	0	67	0	0	0	2	0	0	0	0	0	0	0	0	2	30
YIR040C	YIR040C	YIR040C	protein_coding	0	0	0	63	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YIR042C	YIR042C	YIR042C	protein_coding	0	2	0	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	4
YIR043C	YIR043C	YIR043C	pseudogene	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YIR044C	YIR044C	YIR044C	pseudogene	0	0	0	6	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2
YJL007C	YJL007C	YJL007C	protein_coding	0	0	1	44	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	20
YJL009W	YJL009W	YJL009W	protein_coding	0	0	1	61	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	35
YJL015C	YJL015C	YJL015C	protein_coding	0	0	0	47	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YJL016W	YJL016W	YJL016W	protein_coding	0	6	1	42	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	6	16
YJL020W-A	YJL020W-A	YJL020W-A	protein_coding	0	0	0	40	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	23
YJL022W	YJL022W	YJL022W	protein_coding	0	0	1	36	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	16
YJL026C-A	YJL026C-A	YJL026C-A	protein_coding	0	0	0	42	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YJL027C	YJL027C	YJL027C	protein_coding	0	0	0	45	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YJL028W	YJL028W	YJL028W	protein_coding	2	0	0	40	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	23
YJL032W	YJL032W	YJL032W	protein_coding	0	1	0	45	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	20
YJL043W	YJL043W	YJL043W	protein_coding	0	4	2	59	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	4	26
YJL045W	YJL045W	YJL045W	protein_coding	0	4	0	66	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	4	24
YJL047C-A	YJL047C-A	YJL047C-A	protein_coding	0	0	0	57	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	30
YJL049W	YJL049W	YJL049W	protein_coding	0	3	2	63	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	3	32
YJL052C-A	YJL052C-A	YJL052C-A	protein_coding	0	0	1	70	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	39
YJL055W	YJL055W	YJL055W	protein_coding	0	0	1	70	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	37
YJL064W	YJL064W	YJL064W	protein_coding	0	1	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	4
YJL067W	YJL067W	YJL067W	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YJL068C	YJL068C	YJL068C	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YJL070C	YJL070C	YJL070C	protein_coding	0	0	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	5
YJL077W-A	YJL077W-A	YJL077W-A	protein_coding	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YJL077W-B	YJL077W-B	YJL077W-B	protein_coding	0	0	1	21	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	10
YJL086C	YJL086C	YJL086C	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YJL107C	YJL107C	YJL107C	protein_coding	1	2	2	28	0	0	0	0	15	1	0	0	2	0	0	0	0	0	0	0	0	2	13
YJL113W	YJL113W	YJL113W	protein_coding	0	0	0	39	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YJL114W	YJL114W	YJL114W	protein_coding	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
YJL118W	YJL118W	YJL118W	protein_coding	0	1	2	45	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	1	19
YJL119C	YJL119C	YJL119C	protein_coding	0	1	0	44	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	25
YJL120W	YJL120W	YJL120W	protein_coding	0	0	0	43	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YJL127C-B	YJL127C-B	YJL127C-B	protein_coding	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YJL127W-A	YJL127W-A	YJL127W-A	protein_coding	0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YJL132W	YJL132W	YJL132W	protein_coding	0	11	15	34	0	0	0	0	14	0	0	0	15	0	0	0	0	0	0	0	0	11	20
YJL133C-A	YJL133C-A	YJL133C-A	protein_coding	0	1	2	45	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	41
YJL135W	YJL135W	YJL135W	protein_coding	0	0	0	35	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YJL136W-A	YJL136W-A	YJL136W-A	protein_coding	0	0	0	28	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YJL144W	YJL144W	YJL144W	protein_coding	0	0	0	39	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YJL147C	YJL147C	YJL147C	protein_coding	0	3	2	35	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	3	6
YJL150W	YJL150W	YJL150W	protein_coding	0	0	0	44	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YJL152W	YJL152W	YJL152W	protein_coding	0	0	0	42	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	13
YJL156W-A	YJL156W-A	YJL156W-A	protein_coding	3	0	0	67	0	0	0	0	28	3	0	0	0	0	0	0	0	0	0	0	0	0	39
YJL160C	YJL160C	YJL160C	protein_coding	0	6	3	74	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	6	32
YJL163C	YJL163C	YJL163C	protein_coding	0	9	2	89	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	9	46
YJL169W	YJL169W	YJL169W	protein_coding	0	0	1	52	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	26
YJL171C	YJL171C	YJL171C	protein_coding	0	7	0	57	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	7	23
YJL175W	YJL175W	YJL175W	protein_coding	0	3	2	66	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	3	32
YJL181W	YJL181W	YJL181W	protein_coding	0	7	10	60	0	0	0	0	31	0	0	0	10	0	0	0	0	0	0	0	0	7	29
YJL182C	YJL182C	YJL182C	protein_coding	1	0	3	71	0	0	0	0	28	0	0	0	3	0	0	0	0	0	1	0	0	0	43
YJL193W	YJL193W	YJL193W	protein_coding	0	2	1	51	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	22
YJL195C	YJL195C	YJL195C	protein_coding	0	3	0	40	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	20
YJL197C-A	YJL197C-A	YJL197C-A	protein_coding	0	0	0	50	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YJL202C	YJL202C	YJL202C	protein_coding	0	1	2	52	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	1	26
YJL206C	YJL206C	YJL206C	protein_coding	0	8	6	41	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	8	26
YJL211C	YJL211C	YJL211C	protein_coding	0	1	3	67	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	0	1	23
YJL213W	YJL213W	YJL213W	protein_coding	0	2	2	110	0	0	0	0	42	0	0	0	2	0	0	0	0	0	0	0	0	2	68
YJL215C	YJL215C	YJL215C	protein_coding	0	1	3	79	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	1	64
YJL218W	YJL218W	YJL218W	protein_coding	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR003C	YJR003C	YJR003C	protein_coding	0	0	0	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YJR011C	YJR011C	YJR011C	protein_coding	0	1	1	46	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	29
YJR012C	YJR012C	YJR012C	protein_coding	0	2	0	48	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	26
YJR015W	YJR015W	YJR015W	protein_coding	1	4	1	44	0	0	0	0	16	1	0	0	1	0	0	0	1	0	0	0	1	3	28
YJR018W	YJR018W	YJR018W	protein_coding	0	1	0	47	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	22
YJR020W	YJR020W	YJR020W	protein_coding	0	1	1	36	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	1	11
YJR023C	YJR023C	YJR023C	protein_coding	0	0	0	33	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YJR026W	YJR026W	YJR026W	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
YJR027W	YJR027W	YJR027W	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
YJR028W	YJR028W	YJR028W	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR029W	YJR029W	YJR029W	protein_coding	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR030C	YJR030C	YJR030C	protein_coding	0	4	7	25	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	25
YJR037W	YJR037W	YJR037W	protein_coding	0	0	2	70	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	0	36
YJR038C	YJR038C	YJR038C	protein_coding	0	1	2	71	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	1	36
YJR039W	YJR039W	YJR039W	protein_coding	0	9	15	72	0	0	0	0	36	0	0	0	15	0	0	0	0	0	0	0	0	9	36
YJR056C	YJR056C	YJR056C	protein_coding	0	4	0	92	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	4	47
YJR061W	YJR061W	YJR061W	protein_coding	0	4	5	44	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	4	31
YJR071W	YJR071W	YJR071W	protein_coding	0	2	2	39	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	2	8
YJR079W	YJR079W	YJR079W	protein_coding	1	1	1	70	0	0	0	0	44	0	0	3	1	0	0	0	0	0	0	1	0	1	23
YJR084W	YJR084W	YJR084W	protein_coding	0	8	3	73	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	8	34
YJR085C	YJR085C	YJR085C	protein_coding	0	0	0	78	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	39
YJR087W	YJR087W	YJR087W	protein_coding	0	0	2	75	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	0	44
YJR096W	YJR096W	YJR096W	protein_coding	0	0	0	71	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	65
YJR098C	YJR098C	YJR098C	protein_coding	0	0	0	27	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YJR107W	YJR107W	YJR107W	protein_coding	1	6	3	60	0	0	0	0	29	0	0	0	3	0	0	0	0	1	0	0	0	6	31
YJR111C	YJR111C	YJR111C	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YJR112W-A	YJR112W-A	YJR112W-A	protein_coding	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YJR114W	YJR114W	YJR114W	protein_coding	0	1	1	12	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	2
YJR115W	YJR115W	YJR115W	protein_coding	0	0	1	19	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	4
YJR120W	YJR120W	YJR120W	protein_coding	0	0	2	23	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	16
YJR124C	YJR124C	YJR124C	protein_coding	0	0	3	20	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	12
YJR128W	YJR128W	YJR128W	protein_coding	0	1	3	43	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1	38
YJR140W-A	YJR140W-A	YJR140W-A	protein_coding	0	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YJR141W	YJR141W	YJR141W	protein_coding	0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YJR142W	YJR142W	YJR142W	protein_coding	0	1	1	14	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	3
YJR146W	YJR146W	YJR146W	protein_coding	0	2	1	43	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	2	17
YJR149W	YJR149W	YJR149W	protein_coding	0	0	3	44	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	36
YJR151W-A	YJR151W-A	YJR151W-A	protein_coding	0	0	0	24	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YJR154W	YJR154W	YJR154W	protein_coding	0	0	1	18	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	12
YJR157W	YJR157W	YJR157W	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YJR162C	YJR162C	YJR162C	protein_coding	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YJU2	YKL095W	YKL095W	protein_coding	0	5	0	85	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	5	39
YJU3	YKL094W	YKL094W	protein_coding	0	5	3	81	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	5	40
YKE2	YLR200W	YLR200W	protein_coding	0	0	1	21	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	10
YKE4	YIL023C	YIL023C	protein_coding	0	4	2	22	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4	16
YKL018C-A	YKL018C-A	YKL018C-A	protein_coding	0	0	2	57	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	31
